课程编号,课程名,校区,老师,分类,类型,开课学院,学分
B2G280200,沧桑正道：中国共产党与国家治理能力和治理体系现代化(全汉语),学院路校区,马炳涛,一般通识类,选修,马克思主义学院,2
B2G510210,大学生团体心理辅导(全汉语),学院路校区,张 焰,一般通识类,选修,学生处武装部,1
B2G520110,信息检索与网络应用(全汉语),学院路校区,冯花朴,一般通识类,选修,图书馆,1
B2G560130,音乐剧欣赏与表演实践（1）(全汉语),学院路校区,张冉,一般通识类,选修,团委,1
B2G560250,戏剧鉴赏（1）(全汉语),学院路校区,钱晓天,一般通识类,选修,团委,1
B2G560280,职业发展与就业指导（2）(全汉语),学院路校区,陈伟东,一般通识类,选修,招生就业处,1
B2G560280,职业发展与就业指导（2）(全汉语),学院路校区,刘 睿,一般通识类,选修,招生就业处,1
B2G560330,健康常识教育(全汉语),学院路校区,曹丽娟,一般通识类,选修,校医院,1
B2G560370,创业实训（1）(全汉语),学院路校区,董青春,一般通识类,选修,校内其它单位,1
B2G560380,航模技术(初级)(全汉语),学院路校区,孙景桥,一般通识类,选修,校内其它单位,2
B3I050511,弹性力学（英文）(全英语),学院路校区,张 彤|孙玉鑫|郭早阳|董雷霆,一般专业类,选修,航空科学与工程学院,3
B3I09311A,微分几何(全汉语),学院路校区,贺慧霞,一般专业类,必修,数学与系统科学学院,3
B3I09331A,最优化理论与算法(全汉语),学院路校区,刘红英,一般专业类,选修,数学与系统科学学院,3
B3I123510,修辞学导论(英汉双语),学院路校区,钱多秀,一般专业类,选修,外国语学院,2
B3I123520,公众演讲(全英语),学院路校区,Franny Solnic,一般专业类,选修,外国语学院,2
B3I123530,体裁写作(英汉双语),学院路校区,李英梅,一般专业类,选修,外国语学院,2
B3I123550,美国研究(英汉双语),学院路校区,郑 飞,一般专业类,选修,外国语学院,2
B3I123710,英汉交替传译（1）(英汉双语),学院路校区,胥国红,一般专业类,选修,外国语学院,2
B3I123720,汉英交替传译（1）(英汉双语),学院路校区,王 沛,一般专业类,选修,外国语学院,2
B3I123730,计算机辅助翻译(英汉双语),学院路校区,钱多秀,一般专业类,选修,外国语学院,2
B3I123740,英汉语言对比(英汉双语),学院路校区,王义娜,一般专业类,选修,外国语学院,2
B3I123750,翻译概论(英汉双语),学院路校区,文 军,一般专业类,选修,外国语学院,2
B3I123770,文学翻译(英汉双语),学院路校区,彭 予,一般专业类,选修,外国语学院,2
B3I123790,新闻编译 (英汉双语),学院路校区,钱多秀,一般专业类,选修,外国语学院,2
B3I13362B,金属与复合材料力学分析(全汉语),学院路校区,潘 强,一般专业类,选修,交通科学与工程学院,2
B3I13368B,矢量与张量引论(全汉语),学院路校区,张艳来,一般专业类,选修,交通科学与工程学院,2
B3I14361A,安全原理(全汉语),学院路校区,赵廷弟,一般专业类,必修,可靠性与系统工程学院,1.5
B3J013360,金属材料制备原理及工艺(全汉语),学院路校区,蒋成保,一般专业类,选修,材料科学与工程学院,2
B3J013370,无机非金属材料制备原理及工艺(全汉语),学院路校区,张 跃,一般专业类,选修,材料科学与工程学院,2
B3J013380,高分子及复合材料制备基础(全汉语),学院路校区,顾轶卓,一般专业类,选修,材料科学与工程学院,2
B3J013390,材料成型原理及工艺(全汉语),学院路校区,周铁涛|吴国清,一般专业类,选修,材料科学与工程学院,2
B3J014510,分析化学(全汉语),学院路校区,李松梅,一般专业类,选修,材料科学与工程学院,2
B3J014710,结构化学（B）(全汉语),学院路校区,杨 光,一般专业类,选修,材料科学与工程学院,2
B3J014720,界面化学(全汉语),学院路校区,王小群,一般专业类,选修,材料科学与工程学院,2
B3J033010,自动化专业导论(全汉语),学院路校区,霍 伟|王少萍|袁海文|任 章|秦世引|段海滨,一般专业类,选修,自动化科学与电气工程学院,1
B3J033270,传感器与测试技术基础(全汉语),学院路校区,闫 蓓,一般专业类,选修,自动化科学与电气工程学院,2
B3J033350,机电工程创新设计导论(全汉语),学院路校区,焦宗夏|尚耀星,一般专业类,选修,自动化科学与电气工程学院,1
B3J033530,计算机网络与通讯(全汉语),学院路校区,段海滨|马耀飞,一般专业类,选修,自动化科学与电气工程学院,1.5
B3J033550,虚拟现实技术(全汉语),学院路校区,赵永嘉,一般专业类,选修,自动化科学与电气工程学院,1.5
B3J033570,应用离散数学(全汉语),学院路校区,郑 征,一般专业类,选修,自动化科学与电气工程学院,2
B3J033810,信息理论与技术基础(全汉语),学院路校区,陶 飞,一般专业类,选修,自动化科学与电气工程学院,2
B3J043940,计算机软件技术基础(全汉语),学院路校区,岳 明,一般专业类,选修,能源与动力工程学院,2
B3J05011A,航空发动机原理及应用(全汉语),学院路校区,周尧明,一般专业类,选修,航空科学与工程学院,1.5
B3J05011A,航空发动机原理及应用(全汉语),学院路校区,祝 明,一般专业类,选修,航空科学与工程学院,1.5
B3J05011A,航空发动机原理及应用(全汉语),学院路校区,陶国权,一般专业类,选修,航空科学与工程学院,1.5
B3J05014A,飞行器适航基础(全汉语),学院路校区,孙康文,一般专业类,选修,航空科学与工程学院,1
B3J05020A,航空工程大型通用软件应用（1）(全汉语),学院路校区,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华,一般专业类,选修,航空科学与工程学院,1.5
B3J05020A,航空工程大型通用软件应用（1）(全汉语),学院路校区,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华,一般专业类,选修,航空科学与工程学院,1.5
B3J05020A,航空工程大型通用软件应用（1）(全汉语),学院路校区,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华,一般专业类,选修,航空科学与工程学院,1.5
B3J05020A,航空工程大型通用软件应用（1）(全汉语),学院路校区,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华,一般专业类,选修,航空科学与工程学院,1.5
B3J05020A,航空工程大型通用软件应用（1）(全汉语),学院路校区,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华,一般专业类,选修,航空科学与工程学院,1.5
B3J05023A,结构设计适航基础(全汉语),学院路校区,徐伟强,一般专业类,选修,航空科学与工程学院,2
B3J05026A,损伤容限设计(全汉语),学院路校区,张纪奎,一般专业类,选修,航空科学与工程学院,1
B3J05027A,微小型飞行器创新设计与实践(全汉语),学院路校区,吴永康|焦起祥|王维军|黄 俊|万志强|王耀坤,一般专业类,选修,航空科学与工程学院,2
B3J05039A,空气动力学B（2）(全汉语),学院路校区,潘 翀|高振勋|胡天翔,一般专业类,选修,航空科学与工程学院,2
B3J05039A,空气动力学B（2）(全汉语),学院路校区,吴宗成 郭 辉,一般专业类,选修,航空科学与工程学院,2
B3J05045A,水动力学基础(全汉语),学院路校区,马 亮,一般专业类,选修,航空科学与工程学院,2
B3J050621,Finite Element Method with Programming(全英语),学院路校区,张 彤|孙玉鑫|郭早阳|董雷霆,一般专业类,选修,航空科学与工程学院,3
B3J05066A,矢量、场论及张量初步(全汉语),学院路校区,张 铮,一般专业类,选修,航空科学与工程学院,2
B3J05070A,振动力学基础(全汉语),学院路校区,邢誉峰,一般专业类,选修,航空科学与工程学院,2
B3J05083A,换热器设计(全汉语),学院路校区,高红霞,一般专业类,选修,航空科学与工程学院,1
B3J05092A,张量计算初步及其在力学中的应用(全汉语),学院路校区,陈来文,一般专业类,选修,航空科学与工程学院,2
B3J05391A,水波方程与非线性可积系统(全汉语),学院路校区,于 鑫,一般专业类,选修,航空科学与工程学院,2
B3J063310,信号与系统(全汉语),学院路校区,何 兵|张永飞,一般专业类,选修,计算机学院,2
B3J063320,嵌入式系统设计实训,学院路校区,牛建伟|姜宏旭|孙 青|李辉勇,一般专业类,选修,计算机学院,2
B3J063410,数据库原理课程设计(全汉语),学院路校区,郎 波,一般专业类,选修,计算机学院,1
B3J063410,数据库原理课程设计(全汉语),学院路校区,刘 瑞,一般专业类,选修,计算机学院,1
B3J063820,计算机工程中最优化的方法(全汉语),学院路校区,冷 彪,一般专业类,选修,计算机学院,2
B3J063830,RUBY语言程序设计(全汉语),学院路校区,沃天宇,一般专业类,选修,计算机学院,1
B3J063850,移动计算导论(全汉语),学院路校区,牛建伟|阮 利|盛 浩,一般专业类,选修,计算机学院,1.5
B3J063870,数据挖掘导论(全汉语),学院路校区,王静远,一般专业类,选修,计算机学院,2
B3J063880,机器学习导论(全汉语),学院路校区,王蕴红|张永飞|王静远|黄 迪,一般专业类,选修,计算机学院,2
B3J063892,无线网络系统(全汉语),学院路校区,白跃彬,一般专业类,选修,计算机学院,2
B3J063894,智能计算体系结构(全汉语),学院路校区,杨建磊,一般专业类,选修,计算机学院,2
B3J063895,大数据科学导论(全汉语),学院路校区,吴文峻,一般专业类,选修,计算机学院,1.5
B3J073710,产品设计(1)(全汉语),学院路校区,尹 虎,一般专业类,选修,机械工程及自动化学院,2.5
B3J073750,环境设计(1)(全汉语),学院路校区,张 融|魏晓东,一般专业类,选修,机械工程及自动化学院,2
B3J082350,ERP沙盘模拟实验(全汉语),学院路校区,韩小汀,一般专业类,选修,经济管理学院,1.5
B3J082350,ERP沙盘模拟实验(全汉语),学院路校区,曹 明,一般专业类,选修,经济管理学院,1.5
B3J082630,职业能力提升-求职技能(全汉语),学院路校区,牟 晖,一般专业类,选修,经济管理学院,0.5
B3J083410,可用性工程(全汉语),学院路校区,周荣刚,一般专业类,选修,经济管理学院,2
B3J083430,跨文化管理(全汉语),学院路校区,方 虹,一般专业类,选修,经济管理学院,1.5
B3J083450,商务口语(全英语),学院路校区,李 卫,一般专业类,选修,经济管理学院,2
B3J083470,数据库技术基础(全汉语),学院路校区,何玉敏,一般专业类,选修,经济管理学院,2
B3J083490,系统分析与评价(全汉语),学院路校区,罗开平,一般专业类,选修,经济管理学院,2
B3J083520,知识管理概论(全汉语),学院路校区,王 君,一般专业类,选修,经济管理学院,1.5
B3J09311A,计算几何(全汉语),学院路校区,陈肖宇,一般专业类,选修,数学与系统科学学院,2
B3J09321A,数理统计(全汉语),学院路校区,刘 超,一般专业类,必修,数学与系统科学学院,3
B3J09331A,三年级研讨课（1）(全汉语),学院路校区,王 鹏,一般专业类,选修,数学与系统科学学院,1
B3J09331A,三年级研讨课（1）(全汉语),学院路校区,杨义川,一般专业类,选修,数学与系统科学学院,1
B3J09331A,三年级研讨课（1）(全汉语),学院路校区,郭定辉,一般专业类,选修,数学与系统科学学院,1
B3J09331A,三年级研讨课（1）(全汉语),学院路校区,王进良,一般专业类,选修,数学与系统科学学院,1
B3J100190,系统工程概论(全汉语),学院路校区,周前祥,一般专业类,选修,生物与医学工程学院,1.5
B3J113150,政府公共关系与危机管理(全汉语),学院路校区,贾哲敏,一般专业类,选修,人文社会科学学院,2
B3J113210,地方政府管理(全汉语),学院路校区,涂晓芳|杜治洲,一般专业类,选修,人文社会科学学院,2
B3J113220,公共部门决策理论与方法(全汉语),学院路校区,胡象明,一般专业类,选修,人文社会科学学院,2
B3J113230,比较政府与政治(全汉语),学院路校区,任丙强,一般专业类,选修,人文社会科学学院,2
B3J113240,计算机网络与应用(全汉语),学院路校区,简南红,一般专业类,选修,人文社会科学学院,2
B3J113410,变态心理学(全汉语),学院路校区,王慧琳,一般专业类,选修,人文社会科学学院,2
B3J113730,法经济学(全汉语),学院路校区,黄 岩,一般专业类,选修,人文社会科学学院,2
B3J113840,外国税制(全汉语),学院路校区,韩 霞,一般专业类,选修,人文社会科学学院,2
B3J113890,项目管理(全汉语),学院路校区,侯琳琳,一般专业类,选修,人文社会科学学院,2
B3J113920,计量实验课(全汉语),学院路校区,刘美芳,一般专业类,选修,人文社会科学学院,2
B3J114430,航空航天心理学(全汉语),学院路校区,邓丽芳,一般专业类,选修,人文社会科学学院,2
B3J123110,语音与音系(全英语),学院路校区,袁 野,一般专业类,选修,外国语学院,2
